"id","filename","species","latitude","longitude","family","order","genus","year","gbif_species_to_verbatim","Specimen ID","Bnet UI","Familiy_kawahara","Genus_kawahara","Species_kawahara","kawahara_index","phy_tip_name","swallowtail","swallowtail_length","Csize","match_landmarks","match_tree"
"2562076610","2562076610_graphium_G_sarpedon_upp_F_42730.jpg","Graphium sarpedon","-8.49342","116.105532","Papilionidae","Lepidoptera","Graphium","2011","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1890.60925584849","2562076610_graphium_G_sarpedon_upp_F_42730","Graphium_sarpedon"
"2562076640","2562076640_graphium_G_sarpedon_upp_M_39774.jpg.jpg","Graphium sarpedon","-0.834167","130.589972","Papilionidae","Lepidoptera","Graphium","2011","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1689.73849275561","2562076640_graphium_G_sarpedon_upp_M_39774","Graphium_sarpedon"
"2562076664","2562076664_graphium_G_sarpedon_upp_M_39733.jpg","Graphium sarpedon","1.465056","115.889","Papilionidae","Lepidoptera","Graphium","2014","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1684.85854337983","2562076664_graphium_G_sarpedon_upp_M_39733","Graphium_sarpedon"
"2562076726","2562076726_graphium_G_sarpedon_upp_M_39776.jpg","Graphium sarpedon","-3.926778","134.487","Papilionidae","Lepidoptera","Graphium","2010","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1647.91781224065","2562076726_graphium_G_sarpedon_upp_M_39776","Graphium_sarpedon"
"2562076735","2562076735_graphium_G_sarpedon_upp_M_39747.jpg","Graphium sarpedon","-6.826855","107.665987","Papilionidae","Lepidoptera","Graphium","2005","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1643.80679825824","2562076735_graphium_G_sarpedon_upp_M_39747","Graphium_sarpedon"
"2562076799","2562076799_graphium_G_sarpedon_upp_M_39756.jpg","Graphium sarpedon","-8.4601","113.813048","Papilionidae","Lepidoptera","Graphium","2005","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1529.03507595477","2562076799_graphium_G_sarpedon_upp_M_39756","Graphium_sarpedon"
"2562076809","2562076809_graphium_G_sarpedon_upp_M_39775.jpg.jpg","Graphium sarpedon","-3.7075","134.074056","Papilionidae","Lepidoptera","Graphium","2014","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1626.98876588008","2562076809_graphium_G_sarpedon_upp_M_39775","Graphium_sarpedon"
"2562076819","2562076819_graphium_G_sarpedon_upp_M_42732.jpg.jpg","Graphium sarpedon","-0.298771","114.130556","Papilionidae","Lepidoptera","Graphium","2004","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1751.13898820168","2562076819_graphium_G_sarpedon_upp_M_42732","Graphium_sarpedon"
"2563047183","2563047183_graphium_G_agamemnon_upp_M_39385.jpg.jpg","Graphium agamemnon","-9.703528","119.882972","Papilionidae","Lepidoptera","Graphium","2013","Graphium agamemnon","RF140004",NA,"Papilionidae","Graphium","agamemnon","1808","RF140004_Graphium_agamemnon_ME","0","0","1838.93835065235","2563047183_graphium_G_agamemnon_upp_M_39385","Graphium_agamemnon"
"2570237350","2570237350_PICTURES_NMR996800022539A.jpg","Graphium sarpedon","30.88","103.58","Papilionidae","Lepidoptera","Graphium","2009","Graphium sarpedon","LEP36329","BN005174","Papilionidae","Graphium","sarpedon","1807","BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon","0","0","1766.12933906325","2570237350_PICTURES_NMR996800022539A","Graphium_sarpedon"
